issn,eissn,journal_name,category,if_2022,rank,collection,jci,citations,percentageOAGold
1081-0730,1087-0415,JOURNAL OF HEALTH COMMUNICATION,COMMUNICATION - SSCI(Q2); INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q2),2.742,Q2,SSCI,0.98,6901,4.96
1507-2711,1507-2711,Eksploatacja i Niezawodnosc-Maintenance and Reliability,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q2)",2.742,Q2,SCIE,1.03,1218,98.74
0885-5765,N/A,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,PLANT SCIENCES - SCIE(Q2),2.741,Q2,SCIE,0.75,3560,5.74
0267-1379,1531-7056,CURRENT OPINION IN GASTROENTEROLOGY,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q4),2.741,Q4,SCIE,0.43,3417,1.72
0736-5829,1543-2777,ADAPTED PHYSICAL ACTIVITY QUARTERLY,REHABILITATION - SCIE(Q2); SPORT SCIENCES - SCIE(Q3),2.741,Q2,SCIE,1.04,1632,0
1941-1367,1941-1375,Annual Review of Financial Economics,"ECONOMICS - SSCI(Q2); BUSINESS, FINANCE - SSCI(Q3)",2.741,Q2,SSCI,1.06,1258,0
0018-9359,1557-9638,IEEE TRANSACTIONS ON EDUCATION,"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q2); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2)",2.74,Q2,SCIE,0.91,1855,8.02
N/A,2473-6988,AIMS Mathematics,"MATHEMATICS - SCIE(Q1); MATHEMATICS, APPLIED - SCIE(Q1)",2.739,Q1,SCIE,2.14,2495,98.37
0012-7086,1939-9111,DUKE LAW JOURNAL,LAW - SSCI(Q1),2.739,Q1,SSCI,2.58,1659,0
0027-9684,1943-4693,JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,"MEDICINE, GENERAL & INTERNAL - SCIE(Q3)",2.739,Q3,SCIE,0.57,4032,3.77
1938-7849,1938-7849,Journal of Transport and Land Use,TRANSPORTATION - SSCI(Q4),2.739,Q4,SSCI,0.55,1369,98.45
0021-4027,2366-049X,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,"ECONOMICS - SSCI(Q2); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q2)",2.738,Q2,SSCI,0.83,503,11.54
N/A,1099-4300,Entropy,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q2)",2.738,Q2,SCIE,0.62,17367,95.6
0137-5881,1861-1664,ACTA PHYSIOLOGIAE PLANTARUM,PLANT SCIENCES - SCIE(Q2),2.736,Q2,SCIE,0.65,9310,7.6
1230-0322,2083-6007,POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES,FOOD SCIENCE & TECHNOLOGY - SCIE(Q3),2.736,Q3,SCIE,0.56,1399,100
0778-7367,2049-3258,Archives of Public Health,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.736,Q3,SCIE/SSCI,0.66,2297,99.22
1674-5507,2396-9814,Current Zoology,ZOOLOGY - SCIE(Q1),2.734,Q1,SCIE,1.57,2386,99.16
1090-7807,1096-0856,JOURNAL OF MAGNETIC RESONANCE,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q2); SPECTROSCOPY - SCIE(Q2); BIOCHEMICAL RESEARCH METHODS - SCIE(Q3)",2.734,Q2,SCIE,0.76,12210,13.31
1559-2316,1559-2324,Plant Signaling & Behavior,PLANT SCIENCES - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),2.734,Q2,SCIE,0.49,10759,10.65
0179-051X,1432-0460,DYSPHAGIA,OTORHINOLARYNGOLOGY - SCIE(Q2),2.733,Q2,SCIE,1.17,5452,16.78
0952-7907,1473-6500,Current Opinion in Anesthesiology,ANESTHESIOLOGY - SCIE(Q3),2.733,Q3,SCIE,0.59,3787,2.59
1445-6354,N/A,Rural and Remote Health,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)",2.733,Q3,SCIE/SSCI,0.42,2538,99.15
1748-0272,1748-0280,Wood Material Science & Engineering,"MATERIALS SCIENCE, PAPER & WOOD - SCIE(Q1)",2.732,Q1,SCIE,0.95,973,14.11
1053-8569,1099-1557,PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,"PHARMACOLOGY & PHARMACY - SCIE(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.732,Q3,SCIE,0.68,7922,22.69
0165-0203,1477-8947,NATURAL RESOURCES FORUM,ENVIRONMENTAL STUDIES - SSCI(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3),2.732,Q3,SCIE/SSCI,0.49,1340,14.71
1355-7858,1465-3419,ETHNICITY & HEALTH,"ETHNIC STUDIES - SSCI(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.732,Q2,SCIE/SSCI,1.13,2491,3.7
0022-4197,1573-6571,JOURNAL OF RELIGION & HEALTH,"RELIGION - AHCI(N/A); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)",2.732,Q3,SSCI/AHCI,3.06,4710,12.02
0306-7319,1029-0397,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,"CHEMISTRY, ANALYTICAL - SCIE(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3)",2.731,Q3,SCIE,0.48,5365,0.46
1759-7269,1759-7277,Biofuels-UK,ENERGY & FUELS - SCIE(Q4),2.731,Q4,SCIE,0.42,2239,1.99
N/A,2662-9992,Humanities & Social Sciences Communications,"HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q2)",2.731,Q2,SSCI/AHCI,3.98,749,100
2214-5524,2214-5532,Life Sciences in Space Research,ASTRONOMY & ASTROPHYSICS - SCIE(Q2); BIOLOGY - SCIE(Q3),2.73,Q2,SCIE,0.52,851,12.5
1468-1811,1472-0825,Sex Education-Sexuality Society and Learning,"EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)",2.73,Q2,SSCI,1.03,1484,13.89
1687-806X,1687-8078,International Journal of Chemical Engineering,"ENGINEERING, CHEMICAL - SCIE(Q3)",2.729,Q3,SCIE,0.34,1290,100
0378-7346,1423-002X,GYNECOLOGIC AND OBSTETRIC INVESTIGATION,OBSTETRICS & GYNECOLOGY - SCIE(Q3),2.729,Q3,SCIE,0.73,2970,5.18
0147-9571,1878-1667,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,VETERINARY SCIENCES - SCIE(Q1); MICROBIOLOGY - SCIE(Q4); IMMUNOLOGY - SCIE(Q4),2.729,Q1,SCIE,0.73,2842,2.53
1749-4478,1749-4486,CLINICAL OTOLARYNGOLOGY,OTORHINOLARYNGOLOGY - SCIE(Q2),2.729,Q2,SCIE,0.91,5060,12.44
0011-2240,1090-2392,CRYOBIOLOGY,PHYSIOLOGY - SCIE(Q3); BIOLOGY - SCIE(Q3),2.728,Q3,SCIE,0.68,6007,10.22
N/A,1745-6215,Trials,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q4)",2.728,Q4,SCIE,0.55,15735,99.76
0300-7839,1572-9915,HUMAN ECOLOGY,ANTHROPOLOGY - SSCI(Q1); SOCIOLOGY - SSCI(Q2); ENVIRONMENTAL STUDIES - SSCI(Q3),2.728,Q1,SSCI,0.96,3913,28.71
1053-8100,1090-2376,CONSCIOUSNESS AND COGNITION,"PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2)",2.728,Q2,SSCI,0.69,8055,12.29
0377-0486,1097-4555,JOURNAL OF RAMAN SPECTROSCOPY,SPECTROSCOPY - SCIE(Q2),2.727,Q2,SCIE,1.06,12672,13.02
0013-8746,1938-2901,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,ENTOMOLOGY - SCIE(Q1),2.727,Q1,SCIE,1.03,6949,18.89
0161-8938,1873-8060,JOURNAL OF POLICY MODELING,ECONOMICS - SSCI(Q2),2.727,Q2,SSCI,0.96,2868,3.54
0007-0610,1476-5373,BRITISH DENTAL JOURNAL,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q3)",2.727,Q3,SCIE,0.94,8461,4.78
2571-6255,2571-6255,Fire-Switzerland,FORESTRY - SCIE(Q2); ECOLOGY - SCIE(Q3),2.726,Q2,SCIE,1.01,676,91.82
0167-6857,1573-5044,PLANT CELL TISSUE AND ORGAN CULTURE,PLANT SCIENCES - SCIE(Q2); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3),2.726,Q2,SCIE,0.66,9008,10.57
1751-3758,1751-3766,Journal of Biological Dynamics,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q2); ECOLOGY - SCIE(Q3),2.726,Q2,SCIE,0.62,1134,100
1557-1955,1557-1963,Plasmonics,"CHEMISTRY, PHYSICAL - SCIE(Q3); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q4)",2.726,Q3,SCIE,0.38,4970,2.45
1557-0851,1557-086X,Feminist Criminology,CRIMINOLOGY & PENOLOGY - SSCI(Q2),2.726,Q2,SSCI,1.26,1020,3.92
1028-3153,1552-7808,Journal of Studies in International Education,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2),2.726,Q2,SSCI,1.37,1982,11.51
1073-5623,1543-1940,METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)",2.726,Q2,SCIE,0.58,37356,14.47
1005-9040,2210-3171,CHEMICAL RESEARCH IN CHINESE UNIVERSITIES,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q3)",2.726,Q3,SCIE,0.29,2403,0
2046-9047,2046-9055,Paediatrics and International Child Health,PEDIATRICS - SCIE(Q2),2.725,Q2,SCIE,0.72,1025,1.68
2368-738X,2368-738X,Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.725,Q3,SCIE,0.75,760,98.11
1601-5029,1601-5037,International Journal of Dental Hygiene,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q3)",2.725,Q3,SCIE,0.79,1359,20.59
1029-8649,2045-4147,MUSICAE SCIENTIAE,"MUSIC - AHCI(N/A); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2)",2.725,Q2,SSCI/AHCI,2.33,1302,13.85
0885-4513,1470-8744,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),2.724,Q3,SCIE,0.47,3421,2.18
1071-2690,1543-706X,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL,DEVELOPMENTAL BIOLOGY - SCIE(Q3); CELL BIOLOGY - SCIE(Q4),2.723,Q3,SCIE,0.46,3005,8.42
0892-7936,1753-0377,ANTHROZOOS,VETERINARY SCIENCES - SCIE(Q1); SOCIOLOGY - SSCI(Q2),2.723,Q1,SCIE/SSCI,0.94,2601,16.22
0167-6393,1872-7182,SPEECH COMMUNICATION,"ACOUSTICS - SCIE(Q2); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3)",2.723,Q2,SCIE,0.59,4123,13.94
0924-8463,1572-8382,Artificial Intelligence and Law,"LAW - SSCI(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q3)",2.723,Q1,SCIE/SSCI,1.75,591,33.8
1403-6096,1651-2278,Housing Theory & Society,REGIONAL & URBAN PLANNING - SSCI(Q3); URBAN STUDIES - SSCI(Q3); ENVIRONMENTAL STUDIES - SSCI(Q3),2.722,Q3,SSCI,0.73,1176,22.52
0044-8435,1297-9678,APIDOLOGIE,ENTOMOLOGY - SCIE(Q1),2.722,Q1,SCIE,1.06,6676,26.35
2076-2585,2219-1259,TWMS Journal of Pure and Applied Mathematics,"MATHEMATICS - SCIE(Q1); MATHEMATICS, APPLIED - SCIE(Q1)",2.722,Q1,SCIE,1.41,231,0
0940-6719,1432-0932,EUROPEAN SPINE JOURNAL,ORTHOPEDICS - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q3),2.721,Q2,SCIE,0.89,21082,19.81
1751-7885,1751-7893,Early Intervention in Psychiatry,PSYCHIATRY - SSCI(Q3); PSYCHIATRY - SCIE(Q3),2.721,Q3,SCIE/SSCI,0.64,3254,12.2
0307-9457,1465-3338,AVIAN PATHOLOGY,VETERINARY SCIENCES - SCIE(Q1),2.721,Q1,SCIE,1.19,5007,10.58
0269-9931,1464-0600,COGNITION & EMOTION,"PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2)",2.72,Q2,SSCI,0.77,12168,11.32
1351-0126,1365-2850,Journal of Psychiatric and Mental Health Nursing,NURSING - SSCI(Q1); NURSING - SCIE(Q1); PSYCHIATRY - SCIE(Q3); PSYCHIATRY - SSCI(Q3),2.72,Q1,SCIE/SSCI,0.81,3386,15.02
0009-2614,1873-4448,CHEMICAL PHYSICS LETTERS,"CHEMISTRY, PHYSICAL - SCIE(Q3); PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q3)",2.719,Q3,SCIE,0.53,52289,1.01
1531-1309,1558-1764,IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2)",2.719,Q2,SCIE,0.78,9746,2.15
1081-2865,1741-3028,MATHEMATICS AND MECHANICS OF SOLIDS,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q2); MECHANICS - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)",2.719,Q2,SCIE,0.65,2331,4.12
0891-9887,1552-5708,JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,PSYCHIATRY - SCIE(Q3); CLINICAL NEUROLOGY - SCIE(Q3); GERIATRICS & GERONTOLOGY - SCIE(Q4),2.718,Q3,SCIE,0.56,2443,9.91
0931-2439,1439-0396,JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,"VETERINARY SCIENCES - SCIE(Q1); AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q2)",2.718,Q1,SCIE,1.03,5889,10.06
N/A,2043-8087,Journal of Experimental Psychopathology,"PSYCHOLOGY, CLINICAL - SSCI(Q3); PSYCHIATRY - SSCI(Q3)",2.718,Q3,SSCI,0.54,744,100
1871-174X,1875-5887,Palaeoworld,PALEONTOLOGY - SCIE(Q1),2.717,Q1,SCIE,1.11,1135,2.56
1059-7700,1573-3599,Journal of Genetic Counseling,"SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q3); HEALTH POLICY & SERVICES - SSCI(Q3); GENETICS & HEREDITY - SCIE(Q3)",2.717,Q3,SCIE/SSCI,0.75,3886,6.04
2471-2566,2471-2574,ACM Transactions on Privacy and Security,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3)",2.717,Q3,SCIE,0.9,316,0
1748-2798,1748-2801,Journal of Children and Media,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q2); COMMUNICATION - SSCI(Q2)",2.716,Q2,SSCI,1.08,1049,9.32
2047-4938,2047-4946,IET Biometrics,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q3)",2.716,Q3,SCIE,0.54,907,45.11
0300-5577,1619-3997,JOURNAL OF PERINATAL MEDICINE,PEDIATRICS - SCIE(Q2); OBSTETRICS & GYNECOLOGY - SCIE(Q3),2.716,Q2,SCIE,0.93,3654,5.91
1465-1165,1741-2757,EUROPEAN UNION POLITICS,POLITICAL SCIENCE - SSCI(Q2),2.716,Q2,SSCI,1.35,1797,34.78
0141-5492,1573-6776,BIOTECHNOLOGY LETTERS,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3),2.716,Q3,SCIE,0.53,12016,6.61
1556-3316,1556-3324,HSS Journal,ORTHOPEDICS - SCIE(Q2); SURGERY - SCIE(Q2),2.715,Q2,SCIE,0.64,1352,14.02
1933-0707,1933-0715,Journal of Neurosurgery-Pediatrics,PEDIATRICS - SCIE(Q2); SURGERY - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q3),2.713,Q2,SCIE,0.82,6478,0.37
0272-4979,1464-3642,IMA JOURNAL OF NUMERICAL ANALYSIS,"MATHEMATICS, APPLIED - SCIE(Q1)",2.713,Q1,SCIE,1.39,3684,7.72
0885-3282,1530-8022,JOURNAL OF BIOMATERIALS APPLICATIONS,"ENGINEERING, BIOMEDICAL - SCIE(Q3); MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q4)",2.712,Q3,SCIE,0.51,3710,2.81
0953-1513,1741-4857,LEARNED PUBLISHING,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q2),2.711,Q2,SSCI,0.82,899,17.69
1090-0535,N/A,MOLECULAR VISION,OPHTHALMOLOGY - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),2.711,Q3,SCIE,0.67,7001,0
0889-5406,1097-6752,AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q3)",2.711,Q3,SCIE,1.06,18098,2.01
1933-1681,1933-169X,Journal of Information Technology & Politics,COMMUNICATION - SSCI(Q2); POLITICAL SCIENCE - SSCI(Q2),2.71,Q2,SSCI,1.16,918,12.5
0306-686X,1468-5957,Journal of Business Finance & Accounting,"BUSINESS, FINANCE - SSCI(Q3)",2.709,Q3,SSCI,0.89,3537,8.62
1056-4926,1552-6542,JOURNAL OF MANAGEMENT INQUIRY,MANAGEMENT - SSCI(Q4),2.709,Q4,SSCI,0.77,2316,15.89
1368-4302,1461-7188,GROUP PROCESSES & INTERGROUP RELATIONS,"PSYCHOLOGY, SOCIAL - SSCI(Q3)",2.708,Q3,SSCI,0.91,4159,20.45
0364-216X,1432-5241,AESTHETIC PLASTIC SURGERY,SURGERY - SCIE(Q2),2.708,Q2,SCIE,0.87,6502,8.26
1109-2858,1866-1505,Operational Research,OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q2),2.708,Q2,SCIE,0.7,1357,3.46
0375-9601,1873-2429,PHYSICS LETTERS A,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q2)",2.707,Q2,SCIE,0.68,31512,1.91
2470-0045,2470-0053,PHYSICAL REVIEW E,"PHYSICS, MATHEMATICAL - SCIE(Q1); PHYSICS, FLUIDS & PLASMAS - SCIE(Q2)",2.707,Q1,SCIE,0.99,113485,8.63
0019-8366,1880-8026,INDUSTRIAL HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3); TOXICOLOGY - SCIE(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3)",2.707,Q3,SCIE,0.44,2861,100
0267-3649,0267-3649,Computer Law & Security Review,LAW - SSCI(Q1),2.707,Q1,SSCI,3.15,1459,18.33
0890-4065,1879-193X,JOURNAL OF AGING STUDIES,GERONTOLOGY - SSCI(Q2),2.707,Q2,SSCI,0.67,2710,20.16
1076-6294,1931-8448,Microbial Drug Resistance,PHARMACOLOGY & PHARMACY - SCIE(Q3); INFECTIOUS DISEASES - SCIE(Q4); MICROBIOLOGY - SCIE(Q4),2.706,Q3,SCIE,0.67,4436,3
1754-9973,1754-9981,Public Health Ethics,"ETHICS - SSCI(Q1); MEDICAL ETHICS - SCIE(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.706,Q1,SCIE/SSCI,0.79,606,40
1687-9686,1687-9694,Journal of Tropical Medicine,"TROPICAL MEDICINE - SCIE(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.705,Q2,SCIE,0.62,1060,98.61
1865-0473,1865-0481,Earth Science Informatics,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3)",2.705,Q3,SCIE,0.57,1240,6.35
1043-9463,1477-2728,Policing & Society,CRIMINOLOGY & PENOLOGY - SSCI(Q2),2.705,Q2,SSCI,1.4,2004,20.47
0300-7995,1473-4877,CURRENT MEDICAL RESEARCH AND OPINION,"MEDICINE, GENERAL & INTERNAL - SCIE(Q3); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q4)",2.705,Q3,SCIE,0.54,8551,29.54
0017-4815,1468-2257,GROWTH AND CHANGE,DEVELOPMENT STUDIES - SSCI(Q2); REGIONAL & URBAN PLANNING - SSCI(Q3),2.704,Q2,SSCI,0.66,1778,10.69
2164-3962,2164-3970,Service Science,MANAGEMENT - SSCI(Q4); BUSINESS - SSCI(Q4),2.704,Q4,SSCI,0.5,584,0
0191-491X,N/A,Studies in Educational Evaluation,"PSYCHOLOGY, EDUCATIONAL - SSCI(Q2); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2)",2.704,Q2,SSCI,1.12,2062,13.18
1556-1623,1556-1631,Metacognition and Learning,"PSYCHOLOGY, EDUCATIONAL - SSCI(Q2); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2)",2.704,Q2,SSCI,1.43,1410,34.88
1040-1334,1532-8015,TEACHING AND LEARNING IN MEDICINE,"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q2); HEALTH CARE SCIENCES & SERVICES - SCIE(Q3)",2.701,Q2,SCIE,0.94,2063,11.76
1022-0038,1572-8196,WIRELESS NETWORKS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3); TELECOMMUNICATIONS - SCIE(Q3)",2.701,Q2,SCIE,0.71,5232,3.19
0305-0009,1469-7602,JOURNAL OF CHILD LANGUAGE,"LINGUISTICS - SSCI(Q1); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2); PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q3)",2.701,Q1,SSCI,0.88,4243,27.35
1867-1071,1867-108X,Japanese Journal of Radiology,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q3)",2.701,Q3,SCIE,0.65,1964,16.71
1570-6443,1876-4444,Journal of Hydro-environment Research,"ENGINEERING, CIVIL - SCIE(Q3); WATER RESOURCES - SCIE(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3)",2.699,Q3,SCIE,0.72,1378,3.36
1072-0502,1549-5485,LEARNING & MEMORY,NEUROSCIENCES - SCIE(Q4),2.699,Q4,SCIE,0.58,6366,100
0378-3782,1872-6232,EARLY HUMAN DEVELOPMENT,PEDIATRICS - SCIE(Q2); OBSTETRICS & GYNECOLOGY - SCIE(Q3),2.699,Q2,SCIE,0.84,8400,9.39
0304-4289,0973-7111,PRAMANA-JOURNAL OF PHYSICS,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q3)",2.699,Q3,SCIE,0.59,3759,0
1437-3254,1437-3262,INTERNATIONAL JOURNAL OF EARTH SCIENCES,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3)",2.698,Q3,SCIE,0.65,7051,21.25
1064-1955,1525-6065,HYPERTENSION IN PREGNANCY,OBSTETRICS & GYNECOLOGY - SCIE(Q3); PERIPHERAL VASCULAR DISEASE - SCIE(Q3); PHYSIOLOGY - SCIE(Q3),2.698,Q3,SCIE,0.53,1564,5.22
1083-3021,1573-7039,JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,PHYSIOLOGY - SCIE(Q3); ONCOLOGY - SCIE(Q4); ENDOCRINOLOGY & METABOLISM - SCIE(Q4),2.698,Q3,SCIE,0.46,2252,33.75
2524-5317,2199-2576,Annals of PDE,"MATHEMATICS - SCIE(Q1); PHYSICS, MATHEMATICAL - SCIE(Q1)",2.697,Q1,SCIE,1.45,289,12.28
0169-4286,1573-5095,NEW FORESTS,FORESTRY - SCIE(Q2),2.697,Q2,SCIE,0.95,2502,13.6
1520-4391,1520-4383,Hematology-American Society of Hematology Education Program,"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q2); HEMATOLOGY - SCIE(Q3)",2.697,Q2,SCIE,0.9,4193,0.74
0353-5053,1849-0867,Psychiatria Danubina,PSYCHIATRY - SSCI(Q3); PSYCHIATRY - SCIE(Q3),2.696,Q3,SCIE/SSCI,0.34,2670,35.37
1875-0710,1875-0796,World Mycotoxin Journal,FOOD SCIENCE & TECHNOLOGY - SCIE(Q3); MYCOLOGY - SCIE(Q3); TOXICOLOGY - SCIE(Q3),2.695,Q3,SCIE,0.71,1572,0
0363-7751,1479-5787,COMMUNICATION MONOGRAPHS,COMMUNICATION - SSCI(Q2),2.695,Q2,SSCI,2.3,4552,4.55
0172-8083,1432-0983,CURRENT GENETICS,GENETICS & HEREDITY - SCIE(Q3),2.695,Q3,SCIE,0.53,4355,18.26
N/A,2075-4701,Metals,"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)",2.695,Q2,SCIE,0.49,15992,96.24
1757-6180,1757-6199,Bioanalysis,"CHEMISTRY, ANALYTICAL - SCIE(Q3); BIOCHEMICAL RESEARCH METHODS - SCIE(Q3)",2.695,Q3,SCIE,0.48,4199,10.46
1093-474X,1752-1688,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,"WATER RESOURCES - SCIE(Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3); ENGINEERING, ENVIRONMENTAL - SCIE(Q4)",2.695,Q3,SCIE,0.59,6880,13.25
1521-6918,1532-1916,Best Practice & Research Clinical Gastroenterology,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q4),2.695,Q4,SCIE,0.48,3972,4.26
1011-2367,1976-5517,ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q2)",2.694,Q2,SCIE,1.09,9040,100
8756-0879,1530-8014,JOURNAL OF PLASTIC FILM & SHEETING,"MATERIALS SCIENCE, COATINGS & FILMS - SCIE(Q3)",2.694,Q3,SCIE,0.38,612,1.47
0959-2709,1474-0001,BIRD CONSERVATION INTERNATIONAL,ORNITHOLOGY - SCIE(Q1); BIODIVERSITY CONSERVATION - SCIE(Q2),2.693,Q1,SCIE,1.03,1714,12.27
2471-5638,2471-5646,Journal of Experimental Zoology Part A-Ecological and Integrative Physiology,ZOOLOGY - SCIE(Q1),2.693,Q1,SCIE,1.2,2299,6.22
1744-2591,1744-2583,Journal of Building Physics,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q3),2.692,Q3,SCIE,0.51,779,5.49
